Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mystic-raven-gothic-pillar-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/a51ce5db4cd26690ba10119149bc3a8499ad86f2319d3a0dd19a0aa8d12f989a.jpg?v=1774040109,5,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,,,,,,,,,,,,,,,
mystic-raven-gothic-pillar-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/43d7c8ae42ad998fee1800f1270ee142e0203bfa1f731f172b6466d2ee1f5b7a.jpg?v=1774040109,6,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,Black Rose Twilight Blush Gothic Candle,"Indulge your senses with an enchanting blend of darkness and allure with this Black Rose fragranced candle. Infused with thecaptivating scent of twilight blush, its bewitching aroma will put you under its spell. Packaged in a matching sliding boxthat's great for gifting and shop displays. Approximately 21 hours burn time. Designed by Something Different and part of the'Midnight Rituals' range of gothic home fragrance gifts.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,MR_81123,400.0,shopify,deny,manual,17.00,,true,true,,,,,'5056131143715,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_63c598b8-5421-4c67-929e-5943dfb906f7.png?v=1774039072,1,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,false,Gothic Rose Candle | Black Rose Twilight Blush Ritual,"Dark romantic black rose candle in twilight blush. Ritual ambiance for gothic home decor, altar, and self-care rituals.",,,,,,,,,g,,4.90,active
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c20779e0507e32c65a20466aabb1fbfcbde1c1ffdff294f29b7c04618f60b3b2.jpg?v=1774039072,2,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/06fa3c402358f5fd102098bde041ba7f028eb8d30e399fef5467aae2ae7ceca3.jpg?v=1774039072,3,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/69c113c6032947047b07e7f7ca402873964f6b46c619c1ccc40c95a9c5b26c15.jpg?v=1774039072,4,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/ab197056129c75cee336f89cba97755e908a637dd1094f37f8c884ad7ad40486.jpg?v=1774039072,5,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/0d7c871c5f2bfcb23feb39a8fdec33a327ab72facfd9b6c6be6bb707baed308c.jpg?v=1774039072,6,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-twilight-blush-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c6492d62b433ae488303eae001b04dca8f8793c346a092fbbeb277f4c1415dd5.jpg?v=1774039072,7,Charmed and Dark Black Rose Twilight Blush gothic candle in dark jar with moody label,,,,,,,,,,,,,,,
black-rose-resin-tealight-candle-holder,Black Rose Resin Tealight Candle Holder,"This enchanting black rose tealight holder adds a touch of timeless beauty to any space. Made of resin and intricately crafted, this tealight holder creates a romantic ambience and accommodates a standard single tealight. Designed by Something Different as part of the Victorian Vampire range of gothic gifts and home decor. Never leave a burning candle unattended. Do not burn for longer than 3 minutes at a time and never allow the candle to burn all the way down to the base.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,VV_14324,240.0,shopify,deny,manual,13.00,,true,true,,,,,'5056131146709,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7597957fc1cdeefabf4b684cd49d7d5182aac20a72eeaddd84967807c201d31a.jpg?v=1774039091,1,Black resin rose tealight candle holder for gothic altar and home decor display,false,Gothic Rose Tealight Holder | Black Rose Resin Decor,Black rose resin tealight candle holder. Hauntingly beautiful gothic altar and home decor piece for dark interiors.,,,,,,,,,g,,3.14,active
black-rose-resin-tealight-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/d67b2c395d6972fef85426d7a87246f59f74c37d55fd78eca12944515aee966a.jpg?v=1774039091,2,Black resin rose tealight candle holder for gothic altar and home decor display,,,,,,,,,,,,,,,
black-rose-resin-tealight-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1b8c313b46f4d2f49a2c12f922f3777c17cf8bc1cefcf65291c2f58e4a2d1a73.jpg?v=1774039091,3,Black resin rose tealight candle holder for gothic altar and home decor display,,,,,,,,,,,,,,,
black-rose-resin-tealight-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/a81d71a28148af04f8fbb733427a25fddd264f00de18996c75ba1b7100feb81b.jpg?v=1774039091,4,Black resin rose tealight candle holder for gothic altar and home decor display,,,,,,,,,,,,,,,
black-rose-resin-tealight-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6e074eabe5d4023bf4a90b4691165bff07733e7f7213147c0900c0833dbaee47.jpg?v=1774039091,5,Black resin rose tealight candle holder for gothic altar and home decor display,,,,,,,,,,,,,,,
green-gradient-set-4-handmade-spiral-taper-holiday-candles,Green Gradient Set-4 Handmade Spiral Taper Holiday Candles,"Scent	
Unscented

Duration	
8H

Color	
Green Series

Size	
2.2*24.5cm

Material	
Paraffin Wax+cotton wick

Special Feature	
Non-Toxic, Dripless, Smokeless

Specific Uses	
Wedding, Party, Home Decoration, Birthday, Christmas, New Year holiday season

Perfectly Packaged for Gifting:
Thoughtfully designed packaging makes our holiday candles an ideal gift, ready to share the joy of the season with friends and family.

Long-Lasting Festive Ambiance:
Experience a continuous infusion of holiday aromas, perfect for gatherings, home decor, or cozy evenings by the fireplace. Elevate your holiday celebrations with our beautifully crafted candles.",Candles Meta,Uncategorized,,,true,Title,Default Title,,,,,,,,CM4P006-G1,300.0,shopify,deny,manual,35.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_7acf6181-6176-4c7d-ba4a-9b0dc8357bed.png?v=1774039114,1,Set of four handmade green gradient spiral taper candles for gothic witchy home decor,false,Gothic Spiral Taper Candles | Green Gradient Handmade,Handmade green gradient spiral taper candles. Witchy dark aesthetic home decor and ritual statement pieces.,,,,,,,,,kg,,17.99,active
green-gradient-set-4-handmade-spiral-taper-holiday-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/477bbc19745f37bb3dd512b3db61261d83ef789ea5bc225bd646956f035f92b7.jpg?v=1774039114,2,Set of four handmade green gradient spiral taper candles for gothic witchy home decor,,,,,,,,,,,,,,,
green-gradient-set-4-handmade-spiral-taper-holiday-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/281f3bf079cff786810792a6b146e1737ee4864ca07d234094e8dbb0258cc711.jpg?v=1774039114,3,Set of four handmade green gradient spiral taper candles for gothic witchy home decor,,,,,,,,,,,,,,,
green-gradient-set-4-handmade-spiral-taper-holiday-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/21bd6b49f02112b05fce1287aee136e164cd7d9b90856d05f4d608e86e1a98a3.jpg?v=1774039114,4,Set of four handmade green gradient spiral taper candles for gothic witchy home decor,,,,,,,,,,,,,,,
green-gradient-set-4-handmade-spiral-taper-holiday-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_d3715c0d-a776-406a-93e7-c6e4ef413fe8.png?v=1774034919,5,Set of four handmade green gradient spiral taper candles for gothic witchy home decor,,,,,,,,,,,,,,,
christmas-red-handmade-spiral-taper-holiday-candles-set-4,Christmas Red Handmade Spiral Taper Holiday Candles Set-4,"Scent	
Unscented

Duration	
8H

Color	
 Red

Size	
1.8*18.5cm

Material	
Paraffin Wax+cotton wick

Special Feature	
Non-Toxic, Dripless, Smokeless

Specific Uses	
Wedding, Party, Home Decoration, Birthday, Christmas, New Year holiday season",Candles Meta,Uncategorized,,,true,Title,Default Title,,,,,,,,CM4P005-R1,300.0,shopify,deny,manual,33.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_fea5a233-0651-4c3f-8516-afd10869a22e.png?v=1774039140,1,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,false,Gothic Spiral Taper Candles | Holiday Red Handmade Set,Handmade red spiral taper candles. Dark holiday Creepmas decor with gothic elegance for ritual and alternative interiors.,,,,,,,,,kg,,16.99,active
christmas-red-handmade-spiral-taper-holiday-candles-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/06e82ce9885de55f03cd9b66e37a7743b712978379cca0f5d8838cd534428b3d.jpg?v=1774039140,2,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,,,,,,,,,,,,,,,
christmas-red-handmade-spiral-taper-holiday-candles-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/063d742a1abc2c5f0eda388350063ca2dd4948c4952e059714059f1d8469073b.jpg?v=1774039140,3,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,,,,,,,,,,,,,,,
christmas-red-handmade-spiral-taper-holiday-candles-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3c1df383109082fc4f96789da8032150d5113d032aa8cfeaf96ae52d25eb9d2f.jpg?v=1774039140,4,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,,,,,,,,,,,,,,,
christmas-red-handmade-spiral-taper-holiday-candles-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1d108ae6c1c50ad52fa67a4e5421e2e75df67b546441e6d33384b3a2f6410a2c.jpg?v=1774039140,5,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,,,,,,,,,,,,,,,
christmas-red-handmade-spiral-taper-holiday-candles-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/a233ef9b316c562a71a27358a6d754878ddcaf99a4e06eb514031444fdf24fe3.png?v=1774039140,6,Set of four handmade red spiral taper holiday candles for gothic dark Creepmas decor,,,,,,,,,,,,,,,
4-packs-spring-metallic-red-handmade-spiral-taper-candles,4-Packs Spring Metallic Red Handmade Spiral Taper Candles,"Scent	
Unscented

Duration	
8H

Color	
Metallic Gold+Red

Size	
1.8*18.5cm
2*19cm

Material	
Paraffin Wax+cotton wick

Special Feature	
Non-Toxic, Dripless, Smokeless

Specific Uses	
Wedding, Party, Home Decoration, Birthday, Christmas, New Year holiday season

Perfectly Packaged for Gifting:
Thoughtfully designed packaging makes our holiday candles an ideal gift, ready to share the joy of the season with friends and family.

Long-Lasting Festive Ambiance:
Experience a continuous infusion of holiday aromas, perfect for gatherings, home decor, or cozy evenings by the fireplace. Elevate your holiday celebrations with our beautifully crafted candles.",Candles Meta,Uncategorized,,,true,Title,Default Title,,,,,,,,CM4P008-R1,300.0,shopify,deny,manual,37.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_530f1847-c5a6-4bc2-8e35-648c218d87b2.png?v=1774039163,1,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,false,Gothic Metallic Taper Candles | Handmade Spiral Set,Metallic red handmade spiral taper candles. Gothic altar and home decor statement pieces for dark aesthetic spaces.,,,,,,,,,kg,,18.99,active
4-packs-spring-metallic-red-handmade-spiral-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7e2e6cabe47c849c89e2bf33ffeff3e5f7a93b473cb47583c80d8f2b5e14069f.jpg?v=1774039163,2,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,,,,,,,,,,,,,,,
4-packs-spring-metallic-red-handmade-spiral-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/f938b60ec11ad83cfc24dfc7c4e00348cff949749b9f0153198bd7b31b29a10c.jpg?v=1774039163,3,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,,,,,,,,,,,,,,,
4-packs-spring-metallic-red-handmade-spiral-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/f25c2710e8bcb26bbba3941e663218527abcb05bb742fd002d5963aeec79e456.jpg?v=1774039163,4,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,,,,,,,,,,,,,,,
4-packs-spring-metallic-red-handmade-spiral-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/d8139da3e65cc6d11a33b4c46ebea2adf4a0dbc3a5f197ad7bd68ecbbd88d452.jpg?v=1774039163,5,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,,,,,,,,,,,,,,,
4-packs-spring-metallic-red-handmade-spiral-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_5344c284-d8f8-475c-aa7c-f91f4664def9.png?v=1774039163,6,Four handmade metallic red spiral taper candles for gothic altar and dark home decor,,,,,,,,,,,,,,,
2-pack-17-halloween-handmade-black-home-decor-taper-candles,2-Pack #17 Halloween Handmade Black Home Decor Taper Candles,"2-Pack #17 Halloween Handmade Black Home Decor Taper Candles

Handcrafted Elegance: Each candle is handmade, offering a unique and artisanal touch to your Halloween decor, perfect for creating a spooky atmosphere.

Perfect for Any Setting: These sleek black taper candles add a gothic charm to dining tables, mantels, or Halloween displays.

Long-Lasting Burn: Enjoy extended hours of soft, steady illumination, ideal for both parties and quiet evenings.

Eco-Friendly Materials: Made from high-quality, non-toxic wax, ensuring a clean, even burn that's safe for both indoor and outdoor use.

Great Gift Option: Beautifully packaged, this 2-pack makes an excellent gift for Halloween enthusiasts or anyone who loves unique home decor.",Candles Meta,Uncategorized,,,true,Title,Default Title,,,,,,,,CMHW017-B1-2,250.0,shopify,deny,manual,17.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_0f235fc9-efdd-4cd0-bc75-f8b3055260e9.png?v=1774039188,1,Two handmade black gothic taper candles for Halloween altar and dark home ritual decor,false,Gothic Black Taper Candles | Handmade Halloween Set,Handmade gothic black taper candles. Atmospheric altar and home decor for Halloween and year-round dark ritual.,,,,,,,,,kg,,8.99,active
2-pack-17-halloween-handmade-black-home-decor-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/636a8f92fa8e3cd51d5b9672dd7d0b96bbf1b22b352b6a85f8dca902f2647c6c.jpg?v=1774039188,2,Two handmade black gothic taper candles for Halloween altar and dark home ritual decor,,,,,,,,,,,,,,,
2-pack-17-halloween-handmade-black-home-decor-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/987cb142bc7b25065b192f0ae8a4061033219b27b0c7dea85aed809db9e2f82b.jpg?v=1774039188,3,Two handmade black gothic taper candles for Halloween altar and dark home ritual decor,,,,,,,,,,,,,,,
2-pack-17-halloween-handmade-black-home-decor-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/db5b8c11ea33a42d0bf4f054c696d790d1134d70ce77a888f6108e9ce945a8f1.jpg?v=1774039188,4,Two handmade black gothic taper candles for Halloween altar and dark home ritual decor,,,,,,,,,,,,,,,
2-pack-17-halloween-handmade-black-home-decor-taper-candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1458cf2d737c999f6779485f9e0dbf9fc76480e0bfa3a729691475c0e965f21f.jpg?v=1774039188,5,Two handmade black gothic taper candles for Halloween altar and dark home ritual decor,,,,,,,,,,,,,,,
victorian-tray,Victorian Tray,"Add a dash of vintage style to your desk, dresser or vanity with this Victorian tray. Inspired by original tray harkening back to 19th century England, our expert craftsmen stay true to the look and feel of the collection’s vintage predecessors. Embellished solid brass.",Blue Ocean Traders,Uncategorized,,,true,Title,Default Title,,,,,,,,indHQ044,0.0,shopify,deny,manual,33.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_937d6518-bb54-4575-9ad0-acabcc4e6502.png?v=1774040138,1,Elegant Victorian-inspired decorative tray in dark finish for gothic home entertaining display,false,Gothic Victorian Tray | Dark Home Decor Statement,Elegant Victorian-inspired tray for gothic home entertaining. Dark maximalist decor with antique mystique and dramatic presence.,,,,,,,,,lb,,16.50,active
victorian-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/d7fd540eaed37e35f21c343b311f049e21e6dc5f5e5f2c5ac5aa6a568307bd4b.jpg?v=1774040138,2,Elegant Victorian-inspired decorative tray in dark finish for gothic home entertaining display,,,,,,,,,,,,,,,
brass-glass-soap-dish,Brass & Glass Soap Dish,"Add a dash of vintage style to your desk, dresser or vanity with any item from our assortment of Victorian curiosities. Inspired by original items harkening back to 19th century England, our expert craftsmen stay true to the look and feel of the collection’s vintage predecessors. Embellished brass and elegant glass construction.",Blue Ocean Traders,Uncategorized,,,true,Title,Default Title,,,,,,,,indHQ041,0.0,shopify,deny,manual,23.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_beb5a128-3701-453e-8dfb-9d591de6e357.png?v=1774225254,1,Elegant brass and glass soap dish for gothic bathroom and dark aesthetic vanity decor,false,Gothic Brass & Glass Soap Dish | Dark Bathroom Decor,Elegant brass and glass soap dish. Dark aesthetic bathroom and vanity decor for gothic home interiors.,,,,,,,,,lb,,11.50,active
brass-glass-soap-dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/60398fe22552323d54fd30738f6a259825f6c2e5047ad768cdef45cfca84f311.jpg?v=1774225254,2,Elegant brass and glass soap dish for gothic bathroom and dark aesthetic vanity decor,,,,,,,,,,,,,,,
